******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
******    -2147483648
A media eh de: ******
A covariancia eh de: ******
A correlacao eh de:   0.8161
Qui-quadrado eh de: 998.0100
